Date,Particular,Thickness,Voucher No.,Quantity,Weight Per Piece,Weight,Rate,Value
2023-04-06,3.30MM DWR,3.3,45,10,7.392,73.92,479.03,4790
2023-04-06,17MM DWR,17.0,45,2,38.080000000000005,76.16000000000001,2134.02,4268
2023-04-06,11MM DWR,11.0,47,3,24.64,73.92,1449.91,4350
2023-04-06,18MM HDHMR,18.0,46,2,40.32000000000001,80.64000000000001,2944.69,5889
2023-04-07,3.30MM DWR,3.3,50,5,7.392,36.96,544.0,2720
2023-04-07,3.30MM DWR,3.3,53,20,7.392,147.84,479.03,9581
2023-04-07,3.30MM DIR,3.3,53,10,7.392,73.92,368.49,3685
2023-04-07,2.10MM DIR,2.1,54,2,4.704000000000001,9.408000000000001,261.14,522
2023-04-07,3.30MM DWR,3.3,54,11,7.392,81.312,479.03,5269
2023-04-07,17MM DIR,17.0,55,8,38.080000000000005,304.64000000000004,1412.1,11297
2023-04-08,3.30MM DWR,3.3,56,50,7.392,369.6,479.03,23952
2023-04-08,7.50MM DWR,7.5,56,10,16.8,168.0,975.69,9757
2023-04-08,11MM DWR,11.0,56,15,24.64,369.6,1449.91,21749
2023-04-08,5.50MM DWR,5.5,56,20,12.32,246.4,772.22,15444
2023-04-08,3.30MM DWR,3.3,58,8,7.392,59.136,479.03,3832
2023-04-08,5.50MM DWR,5.5,58,20,12.32,246.4,772.22,15444
2023-04-08,17MM DWR,17.0,59,2,38.080000000000005,76.16000000000001,2134.02,4268
2023-04-08,11MM DWR,11.0,60,24,24.64,591.36,1949.76,46794
2023-04-08,5.50MM HDHMR,5.5,56,5,12.32,61.6,964.47,4822
2023-04-08,3MM HDHMR,3.0,56,20,6.720000000000001,134.4,543.12,10862
2023-04-10,3.30MM DWR,3.3,64,5,7.392,36.96,479.03,2395
2023-04-10,5.50MM DWR,5.5,66,6,12.32,73.92,772.22,4633
2023-04-10,3.30MM DWR,3.3,68,5,7.392,36.96,479.03,2395
2023-04-10,2.10MM DIR,2.1,68,13,4.704000000000001,61.15200000000001,261.14,3395
2023-04-10,7.50MM DWR,7.5,69,20,16.8,336.0,975.69,19514
2023-04-10,3.30MM DWR,3.3,70,10,7.392,73.92,479.03,4790
2023-04-11,3.30MM DWR,3.3,72,7,7.392,51.744,479.03,3353
2023-04-11,3.30MM DWR,3.3,74,1,7.392,7.392,479.03,479
2023-04-11,7.50MM DWR,7.5,76,4,16.8,67.2,975.69,3903
2023-04-11,3MM HDHMR,3.0,71,8,6.720000000000001,53.760000000000005,543.12,4345
2023-04-11,5.50MM HDHMR,5.5,71,9,12.32,110.88,964.47,8680
2023-04-11,18MM HDHMR,18.0,85,1,40.32000000000001,40.32000000000001,3010.37,3010
2023-04-12,17MM DWR,17.0,89,2,38.080000000000005,76.16000000000001,2134.02,4268
2023-04-12,7.50MM DWR,7.5,91,3,16.8,50.400000000000006,975.69,2927
2023-04-12,3.30MM DWR,3.3,95,40,7.392,295.68,464.61,18584
2023-04-13,3.30MM DWR,3.3,97,2,7.392,14.784,479.03,958
2023-04-13,11MM DWR,11.0,102,10,24.64,246.4,1449.91,14499
2023-04-14,3.30MM DWR,3.3,107,10,7.392,73.92,479.03,4790
2023-04-14,3.30MM DWR,3.3,115,2,7.392,14.784,544.0,1088
2023-04-14,5.50MM DWR,5.5,115,2,12.32,24.64,832.0,1664
2023-04-15,3.30MM DWR,3.3,116,20,7.392,147.84,479.0,9580
2023-04-15,3.30MM DWR,3.3,116,1,7.392,7.392,479.03,479
2023-04-15,17MM DWR,17.0,116,2,38.080000000000005,76.16000000000001,2134.02,4268
2023-04-15,17MM DWR,17.0,120,5,38.080000000000005,190.40000000000003,2134.0,10670
2023-04-15,3.30MM DWR,3.3,122,1,7.392,7.392,479.03,479
2023-04-15,17MM DWR,17.0,123,2,38.080000000000005,76.16000000000001,2134.02,4268
2023-04-15,5.50MM DWR,5.5,127,5,12.32,61.6,772.22,3861
2023-04-15,3.30MM DWR,3.3,127,10,7.392,73.92,479.03,4790
2023-04-15,3MM HDHMR,3.0,118,10,6.720000000000001,67.2,543.12,5431
2023-04-17,3.30MM DWR,3.3,129,9,7.392,66.528,480.0,4320
2023-04-17,3.30MM DIR,3.3,132,2,7.392,14.784,368.49,737
2023-04-17,3.30MM DWR,3.3,133,2,7.392,14.784,479.03,958
2023-04-17,5.50MM DWR,5.5,134,1,12.32,12.32,772.22,772
2023-04-18,3.30MM DWR,3.3,142,10,7.392,73.92,479.03,4790
2023-04-18,12MM HDHMR,12.0,141,8,26.880000000000003,215.04000000000002,1977.01,15816
2023-04-19,17MM DWR,17.0,147,5,38.080000000000005,190.40000000000003,2134.02,10670
2023-04-19,3.30MM DWR,3.3,148,3,7.392,22.176000000000002,479.03,1437
2023-04-19,17MM DWR,17.0,149,3,38.080000000000005,114.24000000000001,2134.02,6402
2023-04-19,3.30MM DWR,3.3,150,15,7.392,110.88000000000001,479.03,7185
2023-04-19,3.30MM DIR,3.3,152,2,7.392,14.784,400.53,801
2023-04-19,17MM DWR,17.0,153,10,38.080000000000005,380.80000000000007,2134.02,21340
2023-04-19,5.50MM DWR,5.5,154,10,12.32,123.2,772.22,7722
2023-04-19,7.50MM DWR,7.5,154,5,16.8,84.0,975.69,4878
2023-04-20,3.30MM DWR,3.3,157,15,7.392,110.88000000000001,479.03,7185
2023-04-20,3.30MM DIR,3.3,159,8,7.392,59.136,368.49,2948
2023-04-20,11MM DWR,11.0,160,1,24.64,24.64,1449.91,1450
2023-04-20,3.30MM DWR,3.3,162,20,7.392,147.84,479.03,9581
2023-04-20,3MM HDHMR,3.0,159,4,6.720000000000001,26.880000000000003,543.0,2172
2023-04-21,5.50MM DWR,5.5,165,5,12.32,61.6,772.22,3861
2023-04-21,3.30MM DWR,3.3,165,5,7.392,36.96,479.03,2395
2023-04-21,5.50MM DWR,5.5,166,10,12.32,123.2,772.22,7722
2023-04-22,3.30MM DWR,3.3,167,3,7.392,22.176000000000002,512.67,1538
2023-04-22,5.50MM DWR,5.5,167,3,12.32,36.96,785.0,2355
2023-04-22,11MM DWR,11.0,168,1,24.64,24.64,1449.91,1450
2023-04-22,7.50MM DWR,7.5,169,5,16.8,84.0,1024.0,5120
2023-04-22,11MM DWR,11.0,170,2,24.64,49.28,1449.91,2900
2023-04-22,5.50MM DWR,5.5,170,1,12.32,12.32,772.22,772
2023-04-22,3.30MM DWR,3.3,170,5,7.392,36.96,479.03,2395
2023-04-22,25MM DWR,25.0,170,1,56.00000000000001,56.00000000000001,3473.38,3473
2023-04-22,18MM HDHMR,18.0,172,1,40.32000000000001,40.32000000000001,2856.25,2856
2023-04-24,7.50MM DWR,7.5,182,10,16.8,168.0,975.7,9757
2023-04-24,11MM DWR,11.0,187,2,24.64,49.28,1472.0,2944
2023-04-24,3.30MM DWR,3.3,187,3,7.392,22.176000000000002,544.0,1632
2023-04-25,3.30MM DWR,3.3,189,3,7.392,22.176000000000002,479.03,1437
2023-04-25,7.50MM DIR,7.5,191,12,16.8,201.60000000000002,734.73,8817
2023-04-26,3.30MM DWR,3.3,197,3,7.392,22.176000000000002,479.03,1437
2023-04-26,7.50MM DWR,7.5,199,2,16.8,33.6,975.69,1951
2023-04-26,3.30MM DWR,3.3,202,5,7.392,36.96,479.03,2395
2023-04-26,17MM DWR,17.0,202,1,38.080000000000005,38.080000000000005,2134.02,2134
2023-04-26,11MM DWR,11.0,202,1,24.64,24.64,1449.91,1450
2023-04-26,5.50MM HDHMR,5.5,197,10,12.32,123.2,964.47,9645
2023-04-26,18MM HDHMR,18.0,197,1,40.32000000000001,40.32000000000001,2945.0,2945
2023-04-27,11MM DWR,11.0,206,3,24.64,73.92,1449.91,4350
2023-04-27,3.30MM DWR,3.3,206,6,7.392,44.352000000000004,479.03,2874
2023-04-27,11MM DWR,11.0,207,2,24.64,49.28,1449.91,2900
2023-04-27,3.30MM DWR,3.3,208,5,7.392,36.96,479.03,2395
2023-04-27,11MM DWR,11.0,211,2,24.64,49.28,1449.91,2900
2023-04-27,5.50MM DWR,5.5,211,5,12.32,61.6,772.22,3861
2023-04-27,3.30MM DWR,3.3,211,7,7.392,51.744,479.03,3353
2023-04-28,3.30MM DWR,3.3,216,20,7.392,147.84,479.03,9581
2023-04-28,5.50MM DWR,5.5,217,10,12.32,123.2,772.22,7722
2023-04-28,3.30MM DWR,3.3,218,2,7.392,14.784,479.0,958
2023-04-28,5.50MM DWR,5.5,218,7,12.32,86.24000000000001,772.22,5406
2023-04-28,3.30MM DWR,3.3,219,2,7.392,14.784,479.03,958
2023-04-28,7.50MM DWR,7.5,220,6,16.8,100.80000000000001,975.67,5854
2023-04-28,11MM DWR,11.0,220,1,24.64,24.64,1450.0,1450
2023-04-28,17MM DWR,17.0,220,4,38.080000000000005,152.32000000000002,2134.0,8536
2023-04-28,18MM HDHMR,18.0,221,10,40.32000000000001,403.20000000000005,3040.0,30400
2023-04-29,3.30MM DWR,3.3,225,30,7.392,221.76000000000002,479.03,14371
2023-04-29,7.50MM DWR,7.5,225,1,16.8,16.8,975.69,976
2023-04-29,3.30MM DWR,3.3,230,6,7.392,44.352000000000004,479.03,2874
2023-04-29,3.30MM DWR,3.3,232,3,7.392,22.176000000000002,480.0,1440
2023-04-29,3.30MM DWR,3.3,235,2,7.392,14.784,479.03,958
2023-04-29,8MM HDHMR,8.0,227,1,17.92,17.92,1299.31,1299
2023-04-29,18MM HDHMR,18.0,227,4,40.32000000000001,161.28000000000003,2944.69,11779
2023-04-29,3MM HDHMR,3.0,230,4,6.720000000000001,26.880000000000003,543.12,2172
2023-05-01,3.30MM DWR,3.3,238,20,7.392,147.84,469.4,9388
2023-05-01,11MM DWR,11.0,238,10,24.64,246.4,1421.1,14211
2023-05-02,17MM DWR,17.0,245,1,38.080000000000005,38.080000000000005,2134.02,2134
2023-05-02,3.30MM DWR,3.3,246,1,7.392,7.392,479.0,479
2023-05-02,5.50MM DIR,5.5,246,2,12.32,24.64,594.5,1189
2023-05-02,3.30MM DWR,3.3,249,2,7.392,14.784,479.03,958
2023-05-02,7.50MM DWR,7.5,252,10,16.8,168.0,975.69,9757
2023-05-02,11MM DWR,11.0,252,2,24.64,49.28,1449.91,2900
2023-05-02,5.50MM DWR,5.5,252,10,12.32,123.2,772.22,7722
2023-05-02,3.30MM DWR,3.3,254,2,7.392,14.784,544.0,1088
2023-05-03,11MM DWR,11.0,255,1,24.64,24.64,1449.91,1450
2023-05-03,5.50MM DWR,5.5,255,1,12.32,12.32,772.22,772
2023-05-03,3.30MM DWR,3.3,258,10,7.392,73.92,512.68,5127
2023-05-03,5.50MM DWR,5.5,259,10,12.32,123.2,772.22,7722
2023-05-04,11MM DWR,11.0,262,1,24.64,24.64,1632.0,1632
2023-05-04,11MM DWR,11.0,265,4,24.64,98.56,1450.0,5800
2023-05-04,11MM DWR,11.0,266,1,24.64,24.64,1449.91,1450
2023-05-04,3.30MM DWR,3.3,267,2,7.392,14.784,479.03,958
2023-05-04,3.30MM DWR,3.3,269,7,7.392,51.744,479.03,3353
2023-05-05,17MM DWR,17.0,272,6,38.080000000000005,228.48000000000002,2134.02,12804
2023-05-05,11MM DWR,11.0,274,2,24.64,49.28,1449.91,2900
2023-05-05,3.30MM DWR,3.3,274,2,7.392,14.784,479.03,958
2023-05-05,5.50MM DWR,5.5,274,6,12.32,73.92,772.22,4633
2023-05-06,3.30MM DWR,3.3,270,1,7.392,7.392,512.0,512
2023-05-06,3.30MM DWR,3.3,277,10,7.392,73.92,512.0,5120
2023-05-06,25MM DWR,25.0,281,1,56.00000000000001,56.00000000000001,3473.38,3473
2023-05-06,17MM DWR,17.0,281,1,38.080000000000005,38.080000000000005,2134.02,2134
2023-05-06,3.30MM DWR,3.3,282,2,7.392,14.784,479.03,958
2023-05-06,3.30MM DWR,3.3,284,5,7.392,36.96,479.03,2395
2023-05-06,7.50MM DWR,7.5,284,1,16.8,16.8,976.0,976
2023-05-06,3.30MM DWR,3.3,286,1,7.392,7.392,479.03,479
2023-05-08,3.30MM DWR,3.3,297,1,7.392,7.392,479.03,479
2023-05-08,11MM DWR,11.0,300,2,24.64,49.28,1406.34,2813
2023-05-09,3.30MM DIR,3.3,306,1,7.392,7.392,368.0,368
2023-05-09,3.30MM DWR,3.3,307,10,7.392,73.92,479.03,4790
2023-05-09,3.30MM DWR,3.3,313,15,7.392,110.88000000000001,479.03,7185
2023-05-09,5.50MM DIR,5.5,315,20,12.32,246.4,582.53,11651
2023-05-10,3.30MM DWR,3.3,318,10,7.392,73.92,512.68,5127
2023-05-10,3.30MM DWR,3.3,319,5,7.392,36.96,479.03,2395
2023-05-10,17MM DWR,17.0,322,2,38.080000000000005,76.16000000000001,2134.02,4268
2023-05-10,5.50MM DIR,5.5,329,2,12.32,24.64,594.38,1189
2023-05-10,17MM DWR,17.0,331,10,38.080000000000005,380.80000000000007,2134.02,21340
2023-05-11,5.50MM DWR,5.5,333,3,12.32,36.96,772.22,2317
2023-05-11,17MM DWR,17.0,333,2,38.080000000000005,76.16000000000001,2134.02,4268
2023-05-11,3.30MM DWR,3.3,334,10,7.392,73.92,479.03,4790
2023-05-11,12MM HDHMR,12.0,334,3,26.880000000000003,80.64000000000001,1977.01,5931
2023-05-12,25MM DWR,25.0,339,2,56.00000000000001,112.00000000000001,3369.25,6739
2023-05-12,7.50MM DWR,7.5,344,8,16.8,134.4,975.69,7806
2023-05-12,11MM DWR,11.0,344,3,24.64,73.92,1449.91,4350
2023-05-12,3.30MM DWR,3.3,344,1,7.392,7.392,479.03,479
2023-05-12,5.50MM DWR,5.5,344,4,12.32,49.28,772.22,3089
2023-05-12,3.30MM DWR,3.3,345,15,7.392,110.88000000000001,479.03,7185
2023-05-12,18MM HDHMR,18.0,347,10,40.32000000000001,403.20000000000005,2944.69,29447
2023-05-13,3.30MM DWR,3.3,351,20,7.392,147.84,479.03,9581
2023-05-13,5.50MM DWR,5.5,351,30,12.32,369.6,772.22,23167
2023-05-13,3.30MM DWR,3.3,355,4,7.392,29.568,479.03,1916
2023-05-13,5.50MM DWR,5.5,355,6,12.32,73.92,772.22,4633
2023-05-13,7.50MM DIR,7.5,357,3,16.8,50.400000000000006,749.67,2249
2023-05-15,3.30MM DWR,3.3,359,3,7.392,22.176000000000002,479.03,1437
2023-05-15,3.30MM DWR,3.3,361,12,7.392,88.70400000000001,479.03,5748
2023-05-15,5.50MM DWR,5.5,363,3,12.32,36.96,801.06,2403
2023-05-15,3.30MM DWR,3.3,366,10,7.392,73.92,479.03,4790
2023-05-15,3MM HDHMR,3.0,359,3,6.720000000000001,20.160000000000004,543.12,1629
2023-05-16,17MM DWR,17.0,373,5,38.080000000000005,190.40000000000003,2134.02,10670
2023-05-16,11MM DWR,11.0,376,5,24.64,123.2,1449.91,7250
2023-05-16,5.50MM DWR,5.5,377,12,12.32,147.84,756.84,9082
2023-05-17,3.30MM DIR,3.3,383,1,7.392,7.392,368.49,368
2023-05-17,3.30MM DWR,3.3,383,1,7.392,7.392,479.03,479
2023-05-17,3.30MM DWR,3.3,387,5,7.392,36.96,512.0,2560
2023-05-17,3.30MM DWR,3.3,389,5,7.392,36.96,544.0,2720
2023-05-18,3.30MM DWR,3.3,394,5,7.392,36.96,479.03,2395
2023-05-18,5.50MM DWR,5.5,394,5,12.32,61.6,772.22,3861
2023-05-18,3.30MM DWR,3.3,397,2,7.392,14.784,479.03,958
2023-05-18,5.50MM DWR,5.5,398,4,12.32,49.28,772.22,3089
2023-05-18,3.30MM DWR,3.3,398,5,7.392,36.96,479.03,2395
2023-05-18,5.50MM DWR,5.5,400,10,12.32,123.2,772.22,7722
2023-05-18,11MM DWR,11.0,400,10,24.64,246.4,1449.91,14499
2023-05-18,11MM DIR,11.0,403,5,24.64,123.2,1115.07,5575
2023-05-18,7.50MM DIR,7.5,403,5,16.8,84.0,749.79,3749
2023-05-18,5.50MM DWR,5.5,403,15,12.32,184.8,772.22,11583
2023-05-18,3.30MM DWR,3.3,403,15,7.392,110.88000000000001,479.03,7185
2023-05-18,17MM DWR,17.0,403,5,38.080000000000005,190.40000000000003,2134.02,10670
2023-05-18,17MM DIR,17.0,403,5,38.080000000000005,190.40000000000003,1642.17,8211
2023-05-20,3.30MM DWR,3.3,412,4,7.392,29.568,479.0,1916
2023-05-20,11MM DWR,11.0,420,1,24.64,24.64,1449.91,1450
2023-05-20,2.10MM DIR,2.1,422,30,4.704000000000001,141.12,261.14,7834
2023-05-20,3.30MM DWR,3.3,422,100,7.392,739.2,479.03,47903
2023-05-20,5.50MM DWR,5.5,422,25,12.32,308.0,772.22,19306
2023-05-20,11MM DWR,11.0,422,5,24.64,123.2,1449.91,7250
2023-05-20,25MM DWR,25.0,422,1,56.00000000000001,56.00000000000001,3473.38,3473
2023-05-22,3.30MM DWR,3.3,429,2,7.392,14.784,479.03,958
2023-05-22,17MM DWR,17.0,429,1,38.080000000000005,38.080000000000005,2134.02,2134
2023-05-22,3.30MM DWR,3.3,430,3,7.392,22.176000000000002,479.03,1437
2023-05-22,3.30MM DWR,3.3,430,1,7.392,7.392,479.03,479
2023-05-22,12MM HDHMR,12.0,430,10,26.880000000000003,268.8,1977.01,19770
2023-05-23,3.30MM DWR,3.3,441,5,7.392,36.96,512.0,2560
2023-05-23,5.50MM DWR,5.5,443,1,12.32,12.32,772.22,772
2023-05-23,3.30MM DWR,3.3,443,3,7.392,22.176000000000002,479.03,1437
2023-05-23,3MM HDHMR,3.0,438,10,6.720000000000001,67.2,543.12,5431
2023-05-23,3MM HDHMR,3.0,440,10,6.720000000000001,67.2,543.12,5431
2023-05-24,11MM DWR,11.0,448,5,24.64,123.2,1449.91,7250
2023-05-24,3.30MM DWR,3.3,448,10,7.392,73.92,479.03,4790
2023-05-24,2.10MM DIR,2.1,450,21,4.704000000000001,98.78400000000002,261.14,5484
2023-05-24,8MM HDHMR,8.0,451,5,17.92,89.60000000000001,1299.31,6497
2023-05-24,3MM HDHMR,3.0,451,10,6.720000000000001,67.2,543.12,5431
2023-05-25,17MM DWR,17.0,454,1,38.080000000000005,38.080000000000005,2134.02,2134
2023-05-25,7.50MM DWR,7.5,454,3,16.8,50.400000000000006,975.69,2927
2023-05-25,12MM HDHMR,12.0,456,2,26.880000000000003,53.760000000000005,1977.01,3954
2023-05-26,17MM DWR,17.0,462,2,38.080000000000005,76.16000000000001,2134.02,4268
2023-05-26,11MM DWR,11.0,462,12,24.64,295.68,1449.91,17399
2023-05-26,3.30MM DWR,3.3,462,4,7.392,29.568,479.03,1916
2023-05-26,3.30MM DWR,3.3,462,6,7.392,44.352000000000004,479.03,2874
2023-05-26,17MM DWR,17.0,465,5,38.080000000000005,190.40000000000003,2069.93,10350
2023-05-26,7.50MM DIR,7.5,468,10,16.8,168.0,749.79,7498
2023-05-26,3.30MM DWR,3.3,469,2,7.392,14.784,479.03,958
2023-05-26,11MM DWR,11.0,469,1,24.64,24.64,1449.91,1450
2023-05-26,5.50MM HDHMR,5.5,464,5,12.32,61.6,920.57,4603
2023-05-26,18MM HDHMR,18.0,464,1,40.32000000000001,40.32000000000001,2810.11,2810
2023-05-26,12MM HDHMR,12.0,466,5,26.880000000000003,134.4,1937.6,9688
2023-05-26,5.50MM HDHMR,5.5,466,8,12.32,98.56,945.25,7562
2023-05-27,11MM DIR,11.0,471,5,24.64,123.2,1115.0,5575
2023-05-27,3.30MM DIR,3.3,471,5,7.392,36.96,368.4,1842
2023-05-27,3.30MM DWR,3.3,471,5,7.392,36.96,479.03,2395
2023-05-27,3.30MM DWR,3.3,476,10,7.392,73.92,512.68,5127
2023-05-27,3.30MM DWR,3.3,479,3,7.392,22.176000000000002,479.03,1437
2023-05-27,5.50MM DWR,5.5,480,1,12.32,12.32,772.22,772
2023-05-27,11MM DWR,11.0,481,2,24.64,49.28,1406.34,2813
2023-05-27,17MM DWR,17.0,483,5,38.080000000000005,190.40000000000003,2134.02,10670
2023-05-27,11MM DWR,11.0,483,5,24.64,123.2,1449.91,7250
2023-05-27,5.50MM DWR,5.5,483,5,12.32,61.6,772.22,3861
2023-05-27,3.30MM DWR,3.3,483,5,7.392,36.96,479.03,2395
2023-05-29,3.30MM DWR,3.3,485,5,7.392,36.96,479.03,2395
2023-05-29,11MM DWR,11.0,485,8,24.64,197.12,1449.91,11599
2023-05-29,17MM DWR,17.0,485,6,38.080000000000005,228.48000000000002,2134.02,12804
2023-05-29,17MM DWR,17.0,489,2,38.080000000000005,76.16000000000001,2134.0,4268
2023-05-30,3.30MM DIR,3.3,492,1,7.392,7.392,368.49,368
2023-05-30,11MM DWR,11.0,493,2,24.64,49.28,1449.91,2900
2023-05-30,3.30MM DWR,3.3,493,3,7.392,22.176000000000002,479.03,1437
2023-05-30,17MM DWR,17.0,493,1,38.080000000000005,38.080000000000005,2134.02,2134
2023-05-30,3.30MM DWR,3.3,496,10,7.392,73.92,479.03,4790
2023-05-30,11MM DWR,11.0,496,5,24.64,123.2,1449.91,7250
2023-05-30,3.30MM DWR,3.3,497,15,7.392,110.88000000000001,479.03,7185
2023-05-30,5.50MM DWR,5.5,498,6,12.32,73.92,772.22,4633
2023-05-30,11MM DWR,11.0,498,22,24.64,542.08,1449.91,31898
2023-05-31,5.50MM DWR,5.5,A005,1,12.32,12.32,772.22,772
2023-05-31,5.50MM HDHMR,5.5,A009,5,12.32,61.6,964.47,4822
2023-05-31,12MM HDHMR,12.0,A009,5,26.880000000000003,134.4,1977.01,9885
2023-05-31,18MM HDHMR,18.0,A009,10,40.32000000000001,403.20000000000005,2944.69,29447
2023-06-01,17MM DWR,17.0,A011,10,38.080000000000005,380.80000000000007,2134.02,21340
2023-06-01,3.30MM DWR,3.3,A012,2,7.392,14.784,479.03,958
2023-06-01,3.30MM DIR,3.3,A014,5,7.392,36.96,368.49,1842
2023-06-01,3.30MM DWR,3.3,A014,10,7.392,73.92,479.03,4790
2023-06-01,3.30MM DWR,3.3,A015,4,7.392,29.568,479.03,1916
2023-06-01,3.30MM DWR,3.3,A016,15,7.392,110.88000000000001,512.68,7690
2023-06-01,3.30MM DWR,3.3,A022,20,7.392,147.84,479.03,9581
2023-06-01,18MM HDHMR,18.0,A015,10,40.32000000000001,403.20000000000005,2944.69,29447
2023-06-02,5.50MM DWR,5.5,A024,2,12.32,24.64,772.22,1544
2023-06-02,17MM DWR,17.0,A028,4,38.080000000000005,152.32000000000002,2091.4,8366
2023-06-03,25MM DWR,25.0,A037,1,56.00000000000001,56.00000000000001,3473.38,3473
2023-06-03,7.50MM DWR,7.5,A037,6,16.8,100.80000000000001,975.69,5854
2023-06-03,3.30MM DWR,3.3,A037,4,7.392,29.568,479.03,1916
2023-06-03,3.30MM DWR,3.3,A041,2,7.392,14.784,479.0,958
2023-06-03,3.30MM DWR,3.3,A041,1,7.392,7.392,479.03,479
2023-06-03,11MM DWR,11.0,A042,5,24.64,123.2,1406.34,7032
2023-06-03,3MM HDHMR,3.0,A043,3,6.720000000000001,20.160000000000004,543.12,1629
2023-06-05,3.30MM DIR,3.3,A051,30,7.392,221.76000000000002,368.49,11055
2023-06-05,3.30MM DWR,3.3,A051,10,7.392,73.92,479.03,4790
2023-06-05,17MM DWR,17.0,A051,10,38.080000000000005,380.80000000000007,2134.02,21340
2023-06-05,3.30MM DWR,3.3,A052,35,7.392,258.72,479.03,16766
2023-06-05,5.50MM DWR,5.5,A052,25,12.32,308.0,772.22,19306
2023-06-05,11MM DWR,11.0,A052,5,24.64,123.2,1449.91,7250
2023-06-05,17MM DWR,17.0,A052,10,38.080000000000005,380.80000000000007,2134.02,21340
2023-06-05,7.50MM DWR,7.5,A053,15,16.8,252.0,956.14,14342
2023-06-05,3.30MM DWR,3.3,A053,4,7.392,29.568,469.5,1878
2023-06-05,5.50MM DWR,5.5,A053,2,12.32,24.64,757.0,1514
2023-06-05,7.50MM DWR,7.5,A053,1,16.8,16.8,956.0,956
2023-06-05,3.30MM DWR,3.3,A053,20,7.392,147.84,469.42,9388
2023-06-05,5.50MM DWR,5.5,A053,5,12.32,61.6,756.84,3784
2023-06-05,11MM DWR,11.0,A059,2,24.64,49.28,1449.91,2900
2023-06-05,17MM DWR,17.0,A059,1,38.080000000000005,38.080000000000005,2134.02,2134
2023-06-06,3.30MM DWR,3.3,A065,2,7.392,14.784,479.03,958
2023-06-06,11MM DWR,11.0,A067,5,24.64,123.2,1406.34,7032
2023-06-06,17MM DWR,17.0,A067,10,38.080000000000005,380.80000000000007,2069.93,20699
2023-06-07,3.30MM DWR,3.3,A069,20,7.392,147.84,464.6,9292
2023-06-07,5.50MM DWR,5.5,A069,15,12.32,184.8,749.13,11237
2023-06-07,11MM DWR,11.0,A072,10,24.64,246.4,1421.07,14211
2023-06-07,7.50MM DWR,7.5,A072,10,16.8,168.0,956.14,9561
2023-06-07,5.50MM DWR,5.5,A072,15,12.32,184.8,756.84,11353
2023-06-07,3.30MM DWR,3.3,A072,20,7.392,147.84,469.42,9388
2023-06-07,7.50MM DIR,7.5,A072,16,16.8,268.8,734.73,11756
2023-06-08,5.50MM DWR,5.5,A076,5,12.32,61.6,772.22,3861
2023-06-08,18MM HDHMR,18.0,A075,4,40.32000000000001,161.28000000000003,2885.73,11543
2023-06-08,18MM HDHMR,18.0,A081,6,40.32000000000001,241.92000000000004,2944.69,17668
2023-06-09,3.30MM DWR,3.3,A082,10,7.392,73.92,479.03,4790
2023-06-09,5.50MM DWR,5.5,A082,5,12.32,61.6,772.22,3861
2023-06-09,3.30MM DWR,3.3,A087,2,7.392,14.784,469.42,939
2023-06-10,17MM DWR,17.0,A098,2,38.080000000000005,76.16000000000001,2134.02,4268
2023-06-10,7.50MM DWR,7.5,A099,10,16.8,168.0,1024.0,10240
2023-06-10,3.30MM DWR,3.3,A100,15,7.392,110.88000000000001,469.42,7041
2023-06-10,3.30MM DWR,3.3,A101,1,7.392,7.392,479.03,479
2023-06-10,17MM DWR,17.0,A103,5,38.080000000000005,190.40000000000003,2134.02,10670
2023-06-10,17MM DWR,17.0,A104,1,38.080000000000005,38.080000000000005,2134.02,2134
2023-06-10,3MM HDHMR,3.0,A095,4,6.720000000000001,26.880000000000003,543.12,2172
2023-06-12,5.50MM DIR,5.5,A108,1,12.32,12.32,594.38,594
2023-06-12,3.30MM DWR,3.3,A108,4,7.392,29.568,479.03,1916
2023-06-12,7.50MM DWR,7.5,A113,20,16.8,336.0,975.69,19514
2023-06-12,3.30MM DWR,3.3,A114,10,7.392,73.92,469.42,4694
2023-06-12,5.50MM DWR,5.5,A114,5,12.32,61.6,756.84,3784
2023-06-12,25MM DWR,25.0,A114,1,56.00000000000001,56.00000000000001,3403.85,3404
2023-06-12,3.30MM DWR,3.3,A115,10,7.392,73.92,479.03,4790
2023-06-12,18MM HDHMR,18.0,A109,1,40.32000000000001,40.32000000000001,2944.69,2945
2023-06-12,3MM HDHMR,3.0,A111,2,6.720000000000001,13.440000000000001,543.12,1086
2023-06-12,12MM HDHMR,12.0,A112,2,26.880000000000003,53.760000000000005,2080.0,4160
2023-06-12,3MM HDHMR,3.0,A112,15,6.720000000000001,100.80000000000001,640.0,9600
2023-06-13,11MM DWR,11.0,A118,20,24.64,492.8,1425.88,28518
2023-06-13,17MM DWR,17.0,A118,4,38.080000000000005,152.32000000000002,2114.79,8459
2023-06-13,5.50MM DWR,5.5,A122,7,12.32,86.24000000000001,772.22,5406
2023-06-13,3.30MM DIR,3.3,A125,25,7.392,184.8,368.49,9212
2023-06-13,18MM HDHMR,18.0,A123,1,40.32000000000001,40.32000000000001,2885.73,2886
2023-06-13,3MM HDHMR,3.0,A125,25,6.720000000000001,168.00000000000003,543.12,13578
2023-06-14,3.30MM DWR,3.3,A131,5,7.392,36.96,544.0,2720
2023-06-14,3.30MM DWR,3.3,A132,20,7.392,147.84,469.42,9388
